uid	Statement Number	Evaluation Block	Statement	Submitter	Source	Target	Generated Question	Rel_1	Rel_2	Rel_3	Relevance	QT_1	QT_2	QT_3	Question Type	Cor_1	Cor_2	Cor_3	Correctness	Amb_1	Amb_2	Amb_3	Ambiguity	Var_1	Var_2	Var_3	Variety
288	25	89	Furthermore, Softbank BB's president, Masayoshi Son, announced that he and other senior executives would take a 50 per cent pay cut for the next six months.	d	OpenLearn	who	Who would take a 50 per cent pay cut for the next six months? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	2	2	2	2.00
289	25	89	Furthermore, Softbank BB's president, Masayoshi Son, announced that he and other senior executives would take a 50 per cent pay cut for the next six months.	d	OpenLearn	what	What he will do for the next six months? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	3	3	2	2.67	1	1	1	1.00
290	25	89	Furthermore, Softbank BB's president, Masayoshi Son, announced that he and other senior executives would take a 50 per cent pay cut for the next six months.	d	OpenLearn	what	What other senior executives will do? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	3	3	3	3.00	1	1	1	1.00
291	25	89	Furthermore, Softbank BB's president, Masayoshi Son, announced that he and other senior executives would take a 50 per cent pay cut for the next six months.	d	OpenLearn	how many	He would take a how many percent pay cut? 	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	2	2	2	2.00	2	2	2	2.00
292	25	89	Furthermore, Softbank BB's president, Masayoshi Son, announced that he and other senior executives would take a 50 per cent pay cut for the next six months.	d	OpenLearn	how many	He would take a how many percent pay cut for the next six months? 	2	1	1	1.33	1	1	1	1.00	1	1	2	1.33	2	2	2	2.00	2	2	2	2.00
293	26	90	One of the earliest popular applications of the Web was an online auction system called eBay.	a	OpenLearn	what	One of the popular earliest applications of what was an online auction system called eBay? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
294	26	90	One of the earliest popular applications of the Web was an online auction system called eBay.	a	OpenLearn	what	What was one of the earliest popular applications of the Web? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
295	26	90	One of the earliest popular applications of the Web was an online auction system called eBay.	a	OpenLearn	yes/no	One of the earliest popular applications of the Web was an online auction system called eBay? 	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
296	26	90	One of the earliest popular applications of the Web was an online auction system called eBay.	a	OpenLearn	yes/no	One of the earliest popular applications of the Web was an online auction system called eBay? 	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
297	26	91	One of the earliest popular applications of the Web was an online auction system called eBay.	b	OpenLearn	what	One of the earliest popular applications of what was an online auction system called eBay? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
298	26	91	One of the earliest popular applications of the Web was an online auction system called eBay.	b	OpenLearn	what	What was one of the earliest popular applications of the Web? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
299	26	92	One of the earliest popular applications of the Web was an online auction system called eBay.	c	OpenLearn	yes/no	Was the Web an online auction system called eBay ? 	2	2	2	2.00	1	1	1	1.00	2	1	1	1.33	2	2	2	2.00	2	2	1	1.67
300	26	92	One of the earliest popular applications of the Web was an online auction system called eBay.	c	OpenLearn	yes/no	Was One of the earliest popular applications of the Web an online auction system called eBay ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	1	1.67
301	27	93	The number system which we all use in everyday life is called the denary representation, or sometimes the decimal representation, of numbers.	a	OpenLearn	what	What is sometimes called the denary representation or the decimal representation of numbers? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00
302	27	93	The number system which we all use in everyday life is called the denary representation, or sometimes the decimal representation, of numbers.	a	OpenLearn	what	What use in everyday life is sometimes called the denary representation or the decimal representation of numbers? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	1	2	1.67	2	2	2	2.00
303	27	94	The number system which we all use in everyday life is called the denary representation, or sometimes the decimal representation, of numbers.	b	OpenLearn	what	What is called the denary representation, or sometimes the decimal representation, of numbers? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	1	1.33	3	3	3	3.00
304	27	95	The number system which we all use in everyday life is called the denary representation, or sometimes the decimal representation, of numbers.	c	OpenLearn	what	What use The number system ? 	2	2	2	2.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00	3	3	3	3.00
305	27	96	The number system which we all use in everyday life is called the denary representation, or sometimes the decimal representation, of numbers.	d	OpenLearn	what	We use what? 	4	3	4	3.67	1	1	1	1.00	4	3	3	3.33	3	3	3	3.00	2	2	2	2.00
306	27	96	The number system which we all use in everyday life is called the denary representation, or sometimes the decimal representation, of numbers.	d	OpenLearn	what	What we use? 	4	3	4	3.67	1	1	1	1.00	4	3	3	3.33	3	3	3	3.00	2	2	2	2.00
307	28	97	It is also possible to buy circular protractors that measure angles from 0° to 360°.	a	OpenLearn	what	What is possible to buy also? 	2	1	1	1.33	1	1	1	1.00	3	3	3	3.00	2	2	3	2.33	1	1	1	1.00
308	28	97	It is also possible to buy circular protractors that measure angles from 0° to 360°.	a	OpenLearn	what	Also to buy what is possible from 0Â° to 360Â°? 	3	1	1	1.67	1	1	1	1.00	2	4	4	3.33	3	2	3	2.67	1	1	1	1.00
309	28	98	It is also possible to buy circular protractors that measure angles from 0° to 360°.	b	OpenLearn	what	It is also possible to buy what that measure angles from 0ï¿½ to 360ï¿½? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
310	28	98	It is also possible to buy circular protractors that measure angles from 0° to 360°.	b	OpenLearn	what	It is also possible to buy circular protractors that measure what? 	1	1	1	1.00	1	1	1	1.00	1	2	1	1.33	1	1	1	1.00	1	1	1	1.00
311	28	99	It is also possible to buy circular protractors that measure angles from 0° to 360°.	d	OpenLearn	what	What is also possible to buy circular protractors that measure angles to 360Â°? 	2	2	2	2.00	1	1	1	1.00	2	2	3	2.33	2	2	2	2.00	1	2	2	1.67
312	28	99	It is also possible to buy circular protractors that measure angles from 0° to 360°.	d	OpenLearn	what	Is also possible to buy circular protractors that measure angles what? 	2	1	1	1.33	1	1	1	1.00	3	4	4	3.67	2	2	2	2.00	1	2	2	1.67
313	29	100	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	a	Wikipedia	when	In 1980 the son of Vincent J Vincent McMahon Kennedy McMahon, founded Titan Sports , Inc., and purchased Capitol wrestling Corporation from his father when? 	2	1	1	1.33	1	1	1	1.00	3	3	4	3.33	2	1	2	1.67	1	1	1	1.00
314	29	100	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	a	Wikipedia	when	When the son of J Vincent Vincent Kennedy McMahon McMahon founded Titan Sports , Inc. and purchased Capitol wrestling Corporation from his father in 1982? 	2	1	1	1.33	1	1	1	1.00	3	4	4	3.67	2	2	2	2.00	1	1	1	1.00
315	29	100	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	a	Wikipedia	who	The son of who founded Titan Sports Inc. and purchased Capitol wrestling Corporation in 1980 from his father in 1982? 	1	2	1	1.33	1	1	1	1.00	1	3	1	1.67	1	1	1	1.00	2	1	1	1.33
316	29	100	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	a	Wikipedia	who	Who is Vincent? 	3	1	3	2.33	1	1	1	1.00	2	1	1	1.33	2	3	3	2.67	2	1	1	1.33
317	29	100	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	a	Wikipedia	which	The son of which person founded Titan Sports , Inc. and purchased Capitol wrestling Corporation in 1980 from his father in 1982? 	1	2	1	1.33	1	1	1	1.00	1	2	2	1.67	1	2	1	1.33	3	3	3	3.00
318	29	100	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	a	Wikipedia	which	The son of which person founded Titan Sports , Inc. and purchased Capitol wrestling Corporation in 1980 from his father in 1982? 	1	2	1	1.33	1	1	1	1.00	1	2	2	1.67	1	2	1	1.33	3	3	3	3.00
319	29	101	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	b	Wikipedia	when	When did the son of Vincent J. McMahon, Vincent Kennedy McMahon, found Titan Sports , Inc.? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
320	29	101	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	b	Wikipedia	who	The son of who founded Titan Sports, Inc? 	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	1	2	2	1.67	1	1	1	1.00
321	29	101	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	b	Wikipedia	who	The son of Vincent J McMahon, who, founded Titan Sports, Inc? 	2	1	1	1.33	1	1	1	1.00	3	4	4	3.67	2	2	2	2.00	1	1	1	1.00
322	29	101	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	b	Wikipedia	which	Which ORGANISATION did the son of Vincent J McMahon, Vincent Kennedy McMahon, found? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00
323	29	102	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	c	Wikipedia	who	who founded , Titan Sports , Inc and in 1982 purchased Capitol Wrestling Corporation from his father ? 	1	1	1	1.00	1	1	1	1.00	2	1	1	1.33	1	1	1	1.00	3	3	3	3.00
324	29	102	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	c	Wikipedia	when	when the son of Vincent J. McMahon , Vincent Kennedy McMahon , founded Titan Sports , Inc. ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	1	1	1	1.00
325	29	102	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	c	Wikipedia	when	when purchased Capitol Wrestling Corporation from his father ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	1	1	1	1.00
326	29	102	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	c	Wikipedia	which	In 1980 , the son of which McMahon , Vincent Kennedy McMahon , founded Titan Sports , Inc and in 1982 purchased Capitol Wrestling Corporation from his father ? 	2	2	1	1.67	1	1	1	1.00	2	3	4	3.00	2	2	3	2.33	2	2	2	2.00
327	29	102	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	c	Wikipedia	which	In 1980 , the son of Vincent J McMahon , which McMahon , founded Titan Sports , Inc and in 1982 purchased Capitol Wrestling Corporation from his father ? 	1	2	1	1.33	1	1	1	1.00	2	4	4	3.33	1	1	3	1.67	2	2	2	2.00
328	29	103	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	d	Wikipedia	when	When the son purchased Capitol Wrestling Corporation? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	2	2	2	2.00
329	29	103	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	d	Wikipedia	when	The son purchased Capitol Wrestling Corporation when? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00	2	2	2	2.00
330	29	103	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	d	Wikipedia	which	Which company the son purchased? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	2	2	2	2.00
331	29	103	In 1980, the son of Vincent J. McMahon, Vincent Kennedy McMahon, founded Titan Sports, Inc. and in 1982 purchased Capitol Wrestling Corporation from his father.	d	Wikipedia	which	The son purchased which company? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00
332	30	104	The first CCTV system was installed by Siemens AG at Test Stand VII in Peenemünde, Germany in 1942, for observing the launch of V-2 rockets.	a	Wikipedia	when	When was the first CCTV system installed by Siemens AG at Stand Test VII in Peenemunde Germany in 1942 for observing the launch? 	2	2	2	2.00	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	2	2	3	2.33
333	30	104	The first CCTV system was installed by Siemens AG at Test Stand VII in Peenemünde, Germany in 1942, for observing the launch of V-2 rockets.	a	Wikipedia	when	The CCTV first system installed by Siemens AG at Test Stand VII in PeenemÃ¼nde was Germany when for observing the launch of V-2 rockets? 	2	3	3	2.67	1	1	1	1.00	4	4	4	4.00	2	2	2	2.00	2	2	3	2.33
334	30	104	The first CCTV system was installed by Siemens AG at Test Stand VII in Peenemünde, Germany in 1942, for observing the launch of V-2 rockets.	a	Wikipedia	where	Where in 1942 the CCTV first system installed by Siemens AG at Test Stand vii in PeenemÃ¼nde was for observing the launch of V-2 rockets? 	2	2	2	2.00	1	1	1	1.00	2	4	4	3.33	2	2	2	2.00	2	1	1	1.33
335	30	104	The first CCTV system was installed by Siemens AG at Test Stand VII in Peenemünde, Germany in 1942, for observing the launch of V-2 rockets.	a	Wikipedia	where	For observing the launch where was the CCTV first system installed by Siemens AG at Test, Stand vii in PeenemÃ¼nde, Germany in 1942? 	2	2	2	2.00	2	1	1	1.33	3	3	3	3.00	2	2	2	2.00	2	1	1	1.33
336	30	104	The first CCTV system was installed by Siemens AG at Test Stand VII in Peenemünde, Germany in 1942, for observing the launch of V-2 rockets.	a	Wikipedia	what	The first CCTV system was installed by Siemens AG at Test Stand VII in what place Germany in 1942 for observing the launch of V-2 rockets? 	1	1	1	1.00	1	1	1	1.00	1	3	3	2.33	1	1	2	1.33	1	1	1	1.00
337	30	104	The first CCTV system was installed by Siemens AG at Test Stand VII in Peenemünde, Germany in 1942, for observing the launch of V-2 rockets.	a	Wikipedia	what	What was installed by Siemens AG in 1942 for observing the launch of V-2 rockets? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	1	1.33	1	1	1	1.00
338	30	104	The first CCTV system was installed by Siemens AG at Test Stand VII in Peenemünde, Germany in 1942, for observing the launch of V-2 rockets.	a	Wikipedia	why	Why the CCTV first system was installed by Siemens AG in 1942 for observing the launch of V-2 rockets? 	2	2	2	2.00	1	1	1	1.00	2	3	3	2.67	2	2	2	2.00	1	1	1	1.00
339	30	104	The first CCTV system was installed by Siemens AG at Test Stand VII in Peenemünde, Germany in 1942, for observing the launch of V-2 rockets.	a	Wikipedia	why	Why launch The rockets? 	3	2	3	2.67	1	1	1	1.00	2	1	1	1.33	2	3	3	2.67	1	1	1	1.00
340	30	105	The first CCTV system was installed by Siemens AG at Test Stand VII in Peenemünde, Germany in 1942, for observing the launch of V-2 rockets.	b	Wikipedia	when	When was the first CCTV system installed by Siemens AG at Test Stand VII in Peenemnde, Germany, for observing the launch of V-2 rockets? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
